15821,24,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,24,23,23,23,24,23,23,23,23,23,24,23,24,23,23,scroll
16022,23,24,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,23,24,23,24,24,24,24,24,24,23,23,scroll
16224,24,23,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,scroll
16425,24,24,25,25,25,25,25,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,scroll
16626,24,24,24,24,24,23,24,24,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,scroll
16828,23,23,24,25,25,25,25,24,24,24,24,24,24,24,24,23,24,24,23,23,24,23,23,24,23,23,23,23,24,23,24,23,23,23,24,23,23,23,23,23,scroll
17029,24,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,24,24,24,24,24,24,23,24,24,24,scroll
17230,23,24,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,23,24,24,24,24,23,23,23,23,23,23,23,23,scroll
17431,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,scroll
17633,23,23,24,25,25,24,24,24,24,24,24,24,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,scroll
17835,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,scroll
18035,22,23,24,25,25,25,25,24,24,24,24,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,scroll
18237,23,23,23,22,23,22,23,22,22,22,22,23,22,22,22,22,22,22,23,23,22,23,23,23,23,23,22,23,22,22,23,22,22,22,23,22,23,22,23,23,scroll
18438,22,23,24,24,25,24,24,24,23,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,22,scroll
18639,23,23,23,23,23,23,23,22,22,22,22,22,23,22,22,22,22,22,22,23,23,23,23,23,23,22,23,23,23,23,22,23,23,23,23,23,23,23,23,23,scroll
18840,23,23,24,25,25,25,25,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,22,23,23,22,23,22,scroll
19042,23,23,22,23,23,23,22,22,23,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,22,23,23,23,23,23,scroll
19244,22,23,24,25,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,scroll
19444,23,23,23,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,22,22,23,23,23,23,23,22,22,23,23,22,23,22,scroll
19646,22,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,23,23,23,22,23,scroll
19847,23,23,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,23,22,23,22,22,23,23,22,23,22,22,22,23,23,22,22,23,22,22,scroll
20048,22,23,23,24,24,24,23,24,23,23,23,23,23,23,23,23,23,23,22,23,23,22,23,23,23,22,22,23,22,22,23,22,23,22,22,23,23,22,23,23,scroll
20250,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,22,22,22,22,22,23,22,23,23,23,22,22,22,23,22,22,23,23,23,22,22,23,22,22,scroll
20451,22,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,23,23,22,22,22,22,22,22,22,23,22,22,22,22,22,scroll
20653,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,23,22,22,22,22,22,22,22,23,23,scroll
20853,22,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,23,22,22,23,22,22,23,23,22,23,22,22,22,22,22,22,22,scroll
21055,23,22,23,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,23,22,23,22,22,22,22,scroll
21256,22,23,24,24,24,24,24,23,24,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,22,22,23,22,22,22,23,22,23,23,22,scroll
21457,23,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,22,23,23,22,scroll
21659,22,23,24,25,24,24,24,24,24,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,23,23,23,23,23,23,23,23,scroll
21860,22,22,23,23,22,23,22,23,22,22,22,22,22,22,22,22,23,23,22,22,22,23,22,22,23,22,23,23,23,23,23,23,22,23,22,23,22,23,22,22,scroll
22062,22,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,23,22,23,22,22,22,22,22,22,22,22,scroll
22262,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,23,22,22,22,22,22,scroll
22464,22,23,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,23,23,23,23,22,23,23,23,22,22,22,22,22,22,22,22,scroll
22666,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
22866,22,22,23,24,24,24,24,23,23,23,23,23,23,23,23,22,23,22,23,23,22,22,23,23,22,23,22,22,23,22,22,22,22,22,22,23,23,22,23,22,scroll
23068,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,23,22,23,22,23,22,23,23,23,22,23,23,23,22,23,23,scroll
23269,22,23,23,24,24,24,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,23,23,22,23,23,23,22,23,23,23,scroll
23471,23,23,23,23,23,23,23,22,23,22,22,22,22,22,22,22,22,22,23,23,23,22,23,22,22,23,22,22,23,22,23,23,23,22,23,23,23,22,22,22,scroll
23671,22,23,24,24,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,22,23,22,22,22,23,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,scroll
23873,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,23,22,22,22,22,22,22,22,scroll
24075,22,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,23,22,22,scroll
24275,22,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
24477,22,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,23,22,23,scroll
24678,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
24880,22,23,23,24,24,24,23,24,23,23,23,23,23,23,23,22,23,23,22,23,22,22,22,22,22,22,22,23,22,23,22,22,22,22,22,22,22,22,22,22,scroll
25081,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
25282,22,22,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,22,23,22,23,23,23,22,22,22,22,22,22,scroll
25484,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
25684,22,23,24,24,24,24,23,23,23,23,23,23,23,23,22,23,22,22,22,22,23,22,22,22,23,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,scroll
25886,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
26087,22,23,23,24,24,23,24,23,23,23,23,23,23,23,22,22,23,23,23,22,22,23,23,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,23,22,scroll
26289,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,scroll
26490,22,23,23,24,24,24,23,23,23,23,23,23,23,23,22,22,23,23,22,23,22,22,23,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,scroll
26691,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,23,scroll
26893,22,22,23,24,24,24,24,24,23,23,23,23,23,23,23,23,22,22,23,23,23,22,23,22,23,22,22,22,22,23,23,23,22,22,22,22,22,22,22,22,scroll
27094,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,scroll
27295,22,23,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,23,23,22,22,23,23,23,22,23,23,22,22,22,22,23,22,scroll
27497,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,scroll
27698,22,23,23,24,24,24,23,23,23,23,23,23,23,22,23,23,22,23,22,23,23,22,22,22,23,22,22,22,23,23,22,22,22,22,23,22,22,22,22,22,scroll
27899,23,23,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,23,22,scroll
28100,22,23,23,24,24,24,24,24,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,23,scroll
28302,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,23,22,scroll
28503,22,23,23,23,24,24,23,23,23,23,23,23,23,22,23,22,23,23,22,22,22,22,22,22,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,scroll
28704,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
28906,22,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,scroll
29107,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,23,scroll
29308,22,22,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,23,scroll
29509,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,scroll
29711,22,22,23,24,24,24,23,23,23,23,23,23,22,23,23,23,23,22,22,22,22,22,23,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
29913,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,23,22,22,22,22,22,22,scroll
30113,22,22,23,24,24,24,24,24,23,23,23,23,23,23,22,23,23,23,23,22,22,22,23,22,22,22,23,23,23,22,22,22,22,22,22,22,22,22,22,23,scroll
30315,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,scroll
30516,22,22,23,24,24,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,22,22,22,23,22,23,23,22,22,22,22,22,22,22,22,23,22,23,22,22,scroll
30717,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,23,22,22,22,22,22,22,22,22,scroll
30918,22,23,23,23,24,23,24,23,23,23,23,23,23,23,23,22,22,23,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,23,scroll
31120,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
31322,22,23,23,24,24,24,24,24,23,24,23,23,23,23,23,23,22,23,23,23,22,23,22,22,22,22,22,22,23,22,22,22,22,22,22,22,23,22,22,22,scroll
31522,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
31724,22,23,23,24,24,24,24,23,23,23,23,23,23,22,23,23,23,23,22,23,23,23,22,22,22,22,22,22,23,22,22,22,22,23,22,22,22,22,22,22,scroll
31925,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,23,22,23,22,22,22,22,22,22,22,22,scroll
32126,22,22,23,24,24,24,23,23,23,23,23,23,23,22,23,22,23,22,23,23,22,22,22,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
32328,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
32529,22,22,23,24,24,24,24,24,24,23,23,22,23,23,22,23,23,22,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,scroll
32731,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,23,scroll
32931,22,22,23,24,24,24,23,23,23,23,23,22,23,23,23,23,23,23,23,23,22,23,22,22,23,22,23,22,22,22,22,23,22,22,22,22,22,22,22,22,scroll
33133,23,22,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
33334,22,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
33536,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,23,22,22,22,22,22,22,22,22,22,scroll
33737,22,22,24,24,24,24,24,24,23,23,23,23,23,22,22,22,22,23,23,23,23,22,22,22,23,22,22,22,23,22,23,22,22,22,22,22,22,22,22,22,scroll
33938,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
34140,22,22,24,24,24,23,23,23,23,23,23,23,23,23,23,22,23,22,22,23,22,22,22,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
34340,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
34542,22,23,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,22,22,22,23,22,23,23,22,22,23,22,22,23,23,22,22,22,22,22,22,22,22,scroll
34744,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,scroll
34945,22,22,23,24,24,24,23,23,23,23,23,23,23,23,22,23,23,23,22,22,23,22,22,22,23,23,22,22,22,22,22,22,23,22,22,22,22,22,22,23,scroll
35146,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,scroll
35347,22,22,23,24,24,24,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,22,22,22,23,23,22,22,23,23,22,22,22,22,22,22,22,22,23,23,scroll
35549,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,scroll
35749,22,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,scroll
35951,23,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
36153,22,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,22,23,23,23,22,23,22,22,23,22,22,22,22,22,22,22,22,23,scroll
36354,22,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,23,22,22,22,22,22,22,scroll
36555,22,22,23,24,24,24,23,24,23,24,23,23,23,23,23,23,23,23,22,23,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
36756,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
36958,22,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,scroll
37159,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,scroll
37360,22,23,23,24,24,23,23,23,23,23,23,23,22,23,23,23,23,23,22,22,22,22,23,22,22,22,23,22,22,23,22,22,22,22,23,22,22,22,22,22,scroll
49537,22,23,25,25,25,24,24,24,24,23,23,23,23,23,23,23,23,23,22,23,22,22,23,23,22,23,22,22,23,22,22,22,22,22,23,22,22,22,23,22,rest
49738,22,23,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,rest
49939,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,rest
50141,22,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,22,22,23,22,23,22,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,23,22,rest
50341,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,rest
50543,22,22,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,22,23,23,22,22,22,23,23,22,22,22,22,22,22,22,23,22,22,22,23,22,rest
50744,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,rest
50945,22,22,24,24,24,24,23,23,23,23,23,23,23,23,22,23,23,23,23,22,22,23,22,23,22,23,22,22,22,22,22,22,22,22,22,23,22,22,22,22,rest
51146,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,rest
51347,22,22,23,24,24,24,24,23,23,23,23,23,23,23,23,22,23,23,22,23,22,22,22,22,23,22,23,22,22,23,22,22,22,22,23,22,22,22,22,23,rest
51549,23,23,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,rest
51749,22,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,rest
51950,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,rest
