RMS,MAV,WL,ZC,SSC,label
22.943953451835625,22.925,13.0,0.0,0.0,1
22.228922600971917,22.225,8.0,0.0,0.0,1
22.20360331117452,22.2,9.0,0.0,0.0,1
23.05536813846181,23.05,7.0,0.0,0.0,1
23.101947969814148,23.1,1.0,0.0,0.0,1
27.5780709985307,27.3,43.0,0.0,1.0,1
23.62995979683419,23.625,5.0,0.0,0.0,1
23.355941428253324,23.35,6.0,0.0,0.0,1
23.0,23.0,0.0,0.0,0.0,1
23.4574082114798,23.45,10.0,0.0,0.0,1
23.0,23.0,0.0,0.0,0.0,1
23.510635891017493,23.5,9.0,0.0,0.0,1
23.792330697096492,23.775,7.0,0.0,0.0,1
31.139605007128782,30.775,47.0,0.0,0.0,1
23.65586608010791,23.65,17.0,0.0,0.0,1
24.080593846498054,24.075,10.0,0.0,0.0,1
23.48031090083775,23.475,10.0,0.0,0.0,1
23.957253598858113,23.95,13.0,0.0,0.0,1
23.50531854708632,23.5,15.0,0.0,0.0,1
24.20433845408711,24.2,4.0,0.0,0.0,1
23.82802971292423,23.825,6.0,0.0,0.0,1
27.02637600567268,26.925,26.0,0.0,0.0,1
24.380832635494627,24.375,6.0,0.0,0.0,1
24.4330718494421,24.425,6.0,0.0,0.0,1
23.926449799332957,23.925,4.0,0.0,0.0,1
24.256957764732164,24.25,5.0,0.0,0.0,1
23.82802971292423,23.825,10.0,0.0,0.0,1
24.2548964128895,24.25,8.0,0.0,0.0,1
23.580182357225315,23.575,15.0,0.0,0.0,1
24.235820596794323,24.225,9.0,0.0,0.0,1
23.65480923617859,23.65,18.0,0.0,0.0,1
23.83432398873524,23.825,10.0,0.0,0.0,1
23.0,23.0,0.0,0.0,0.0,1
23.708648211148606,23.7,13.0,0.0,0.0,1
23.025529309876895,23.025,2.0,0.0,0.0,1
23.83642171132236,23.825,16.0,0.0,0.0,1
23.68807716974934,23.675,6.0,0.0,0.0,1
25.03397691138985,25.0,7.0,0.0,0.0,1
23.803361107205006,23.8,12.0,0.0,0.0,1
24.031749832253166,24.025,12.0,0.0,0.0,1
23.17811467742793,23.175,13.0,0.0,0.0,1
24.006249186409775,24.0,10.0,0.0,0.0,1
23.950991628740553,23.95,4.0,0.0,0.0,1
24.177985854905284,24.175,6.0,0.0,0.0,1
23.22875373325052,23.225,7.0,0.0,0.0,1
23.609320193516798,23.6,16.0,0.0,0.0,1
23.304506002058915,23.3,8.0,0.0,0.0,1
23.807561823924768,23.8,8.0,0.0,0.0,1
23.0,23.0,0.0,0.0,0.0,1
23.331845190640195,23.325,6.0,0.0,0.0,1
22.92651303622075,22.925,6.0,0.0,0.0,1
23.310941636922347,23.3,9.0,0.0,0.0,1
22.480547146366344,22.475,20.0,0.0,0.0,1
23.157072353818823,23.15,10.0,0.0,0.0,1
22.67983686008345,22.675,8.0,0.0,0.0,1
23.287872380275534,23.275,11.0,0.0,0.0,1
22.60530911091463,22.6,10.0,0.0,0.0,1
23.15599274485981,23.15,7.0,0.0,0.0,1
22.40535650240808,22.4,13.0,0.0,0.0,1
23.005434140654682,23.0,9.0,0.0,0.0,1
22.329912673362607,22.325,17.0,0.0,0.0,1
22.832542565382422,22.825,19.0,0.0,0.0,1
22.555487137279922,22.55,13.0,0.0,0.0,1
22.759613353482084,22.75,10.0,0.0,0.0,1
22.15287791687572,22.15,6.0,0.0,0.0,1
22.734885088779315,22.725,14.0,0.0,0.0,1
22.15287791687572,22.15,11.0,0.0,0.0,1
22.933054746369923,22.925,14.0,0.0,0.0,1
22.228922600971917,22.225,9.0,0.0,0.0,1
23.157072353818823,23.15,11.0,0.0,0.0,1
22.43044805615795,22.425,20.0,0.0,0.0,1
22.783217507630482,22.775,8.0,0.0,0.0,1
22.051077071199945,22.05,4.0,0.0,0.0,1
22.83363746756088,22.825,8.0,0.0,0.0,1
22.0,22.0,0.0,0.0,0.0,1
22.684245634360426,22.675,18.0,0.0,0.0,1
22.329912673362607,22.325,15.0,0.0,0.0,1
22.97988250622705,22.975,13.0,0.0,0.0,1
22.5055548698538,22.5,15.0,0.0,0.0,1
22.739283190109578,22.725,12.0,0.0,0.0,1
22.051077071199945,22.05,4.0,0.0,0.0,1
22.684245634360426,22.675,10.0,0.0,0.0,1
22.051077071199945,22.05,4.0,0.0,0.0,1
22.60862667213557,22.6,9.0,0.0,0.0,1
22.076571291756334,22.075,1.0,0.0,0.0,1
22.584840048138485,22.575,14.0,0.0,0.0,1
22.051077071199945,22.05,3.0,0.0,0.0,1
22.806797232404204,22.8,10.0,0.0,0.0,1
22.02555334151676,22.025,2.0,0.0,0.0,1
22.534972820041297,22.525,12.0,0.0,0.0,1
22.0,22.0,0.0,0.0,0.0,1
22.60862667213557,22.6,16.0,0.0,0.0,1
22.051077071199945,22.05,4.0,0.0,0.0,1
22.5338634059941,22.525,12.0,0.0,0.0,1
22.076571291756334,22.075,5.0,0.0,0.0,1
22.68534769405133,22.675,12.0,0.0,0.0,1
22.02555334151676,22.025,1.0,0.0,0.0,1
22.83363746756088,22.825,12.0,0.0,0.0,1
22.051077071199945,22.05,3.0,0.0,0.0,1
22.60862667213557,22.6,16.0,0.0,0.0,1
22.15287791687572,22.15,9.0,0.0,0.0,1
22.71012989835153,22.7,9.0,0.0,0.0,1
22.076571291756334,22.075,6.0,0.0,0.0,1
22.482771181506962,22.475,12.0,0.0,0.0,1
22.0,22.0,0.0,0.0,0.0,1
22.634597411926727,22.625,7.0,0.0,0.0,1
22.051077071199945,22.05,3.0,0.0,0.0,1
22.634597411926727,22.625,9.0,0.0,0.0,1
22.02555334151676,22.025,2.0,0.0,0.0,1
22.483883116579307,22.475,10.0,0.0,0.0,1
22.076571291756334,22.075,6.0,0.0,0.0,1
22.66053838724932,22.65,11.0,0.0,0.0,1
22.051077071199945,22.05,3.0,0.0,0.0,1
22.60752087248843,22.6,14.0,0.0,0.0,1
22.051077071199945,22.05,4.0,0.0,0.0,1
22.482771181506962,22.475,11.0,0.0,0.0,1
22.0,22.0,0.0,0.0,0.0,1
22.68644970020651,22.675,14.0,0.0,0.0,1
22.051077071199945,22.05,1.0,0.0,0.0,1
22.634597411926727,22.625,12.0,0.0,0.0,1
22.076571291756334,22.075,6.0,0.0,0.0,1
22.508887133752303,22.5,14.0,0.0,0.0,1
21.975554600510087,21.975,2.0,0.0,0.0,1
22.58705381407677,22.575,12.0,0.0,0.0,1
22.102036105300343,22.1,7.0,0.0,0.0,1
22.60862667213557,22.6,14.0,0.0,0.0,1
22.076571291756334,22.075,5.0,0.0,0.0,1
22.609732417700126,22.6,6.0,0.0,0.0,1
22.076571291756334,22.075,6.0,0.0,0.0,1
22.611943746613203,22.6,12.0,0.0,0.0,1
22.0,22.0,0.0,0.0,0.0,1
22.508887133752303,22.5,10.0,0.0,0.0,1
22.02555334151676,22.025,1.0,0.0,0.0,1
22.735984693872396,22.725,12.0,0.0,0.0,1
22.076571291756334,22.075,3.0,0.0,0.0,1
22.583733083792858,22.575,13.0,0.0,0.0,1
22.051077071199945,22.05,3.0,0.0,0.0,1
22.68314352112599,22.675,11.0,0.0,0.0,1
22.051077071199945,22.05,4.0,0.0,0.0,1
22.60862667213557,22.6,8.0,0.0,0.0,1
22.076571291756334,22.075,3.0,0.0,0.0,1
22.707928130941404,22.7,13.0,0.0,0.0,1
22.102036105300343,22.1,6.0,0.0,0.0,1
22.610838109190027,22.6,14.0,0.0,0.0,1
22.0,22.0,0.0,0.0,0.0,1
22.609732417700126,22.6,8.0,0.0,0.0,1
22.02555334151676,22.025,2.0,0.0,0.0,1
22.55770378385176,22.55,14.0,0.0,0.0,1
22.867006800191405,22.85,18.0,0.0,0.0,0
22.12747161335881,22.125,7.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.634597411926727,22.625,14.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.71012989835153,22.7,12.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.609732417700126,22.6,14.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.634597411926727,22.625,17.0,0.0,0.0,0
22.102036105300343,22.1,5.0,0.0,0.0,0
22.583733083792858,22.575,10.0,0.0,0.0,0
22.102036105300343,22.1,5.0,0.0,0.0,0
22.534972820041297,22.525,12.0,0.0,0.0,0
22.076571291756334,22.075,5.0,0.0,0.0,0
22.534972820041297,22.525,14.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.53164441402358,22.525,10.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.634597411926727,22.625,12.0,0.0,0.0,0
22.076571291756334,22.075,3.0,0.0,0.0,0
22.5338634059941,22.525,16.0,0.0,0.0,0
22.051077071199945,22.05,3.0,0.0,0.0,0
22.5338634059941,22.525,14.0,0.0,0.0,0
22.076571291756334,22.075,1.0,0.0,0.0,0
22.58705381407677,22.575,8.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.583733083792858,22.575,8.0,0.0,0.0,0
22.051077071199945,22.05,3.0,0.0,0.0,0
22.532753937324216,22.525,12.0,0.0,0.0,0
22.076571291756334,22.075,6.0,0.0,0.0,0
22.55881202545914,22.55,10.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.583733083792858,22.575,10.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.583733083792858,22.575,8.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.60862667213557,22.6,12.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.5826260651856,22.575,8.0,0.0,0.0,0
22.076571291756334,22.075,5.0,0.0,0.0,0
22.609732417700126,22.6,8.0,0.0,0.0,0
22.051077071199945,22.05,3.0,0.0,0.0,0
22.60752087248843,22.6,14.0,0.0,0.0,0
22.02555334151676,22.025,1.0,0.0,0.0,0
22.5338634059941,22.525,13.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.484994996663886,22.475,14.0,0.0,0.0,0
22.076571291756334,22.075,5.0,0.0,0.0,0
22.383587737447275,22.375,12.0,0.0,0.0,0
22.076571291756334,22.075,6.0,0.0,0.0,0
22.659435120938035,22.65,12.0,0.0,0.0,0
22.076571291756334,22.075,4.0,0.0,0.0,0
22.559920212624867,22.55,8.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.63349288112641,22.625,10.0,0.0,0.0,0
22.001136334289644,22.0,4.0,0.0,0.0,0
22.5338634059941,22.525,8.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.55881202545914,22.55,18.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.63349288112641,22.625,12.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.635701888830397,22.625,14.0,0.0,0.0,0
22.02555334151676,22.025,1.0,0.0,0.0,0
22.483883116579307,22.475,10.0,0.0,0.0,0
22.051077071199945,22.05,3.0,0.0,0.0,0
22.636806311845316,22.625,12.0,0.0,0.0,0
22.12747161335881,22.125,5.0,0.0,0.0,0
22.406472279232176,22.4,12.0,0.0,0.0,0
22.102036105300343,22.1,3.0,0.0,0.0,0
22.63349288112641,22.625,10.0,0.0,0.0,0
22.076571291756334,22.075,5.0,0.0,0.0,0
22.634597411926727,22.625,13.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.45773808734976,22.45,8.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.606415018750763,22.6,14.0,0.0,0.0,0
22.02555334151676,22.025,1.0,0.0,0.0,0
22.58705381407677,22.575,12.0,0.0,0.0,0
22.02668835753573,22.025,6.0,0.0,0.0,0
22.658331800907145,22.65,12.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.610838109190027,22.6,12.0,0.0,0.0,0
22.076571291756334,22.075,6.0,0.0,0.0,0
22.71012989835153,22.7,16.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.5338634059941,22.525,12.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.534972820041297,22.525,11.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.635701888830397,22.625,10.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.634597411926727,22.625,12.0,0.0,0.0,0
22.102036105300343,22.1,7.0,0.0,0.0,0
22.55881202545914,22.55,12.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.659435120938035,22.65,18.0,0.0,0.0,0
22.02668835753573,22.025,5.0,0.0,0.0,0
22.561028345356956,22.55,6.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.584840048138485,22.575,10.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.484994996663886,22.475,10.0,0.0,0.0,0
22.051077071199945,22.05,2.0,0.0,0.0,0
22.635701888830397,22.625,12.0,0.0,0.0,0
22.051077071199945,22.05,3.0,0.0,0.0,0
22.559920212624867,22.55,16.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.483883116579307,22.475,8.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.634597411926727,22.625,16.0,0.0,0.0,0
22.051077071199945,22.05,4.0,0.0,0.0,0
22.483883116579307,22.475,10.0,0.0,0.0,0
22.076571291756334,22.075,2.0,0.0,0.0,0
22.559920212624867,22.55,12.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.584840048138485,22.575,10.0,0.0,0.0,0
22.076571291756334,22.075,6.0,0.0,0.0,0
22.584840048138485,22.575,10.0,0.0,0.0,0
22.0777036849397,22.075,7.0,0.0,0.0,0
22.534972820041297,22.525,6.0,0.0,0.0,0
22.076571291756334,22.075,1.0,0.0,0.0,0
22.508887133752303,22.5,8.0,0.0,0.0,0
22.102036105300343,22.1,8.0,0.0,0.0,0
22.506665679304877,22.5,14.0,0.0,0.0,0
22.052210773525633,22.05,7.0,0.0,0.0,0
22.637910680979374,22.625,12.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.583733083792858,22.575,10.0,0.0,0.0,0
22.001136334289644,22.0,4.0,0.0,0.0,0
22.634597411926727,22.625,14.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.584840048138485,22.575,10.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.508887133752303,22.5,10.0,0.0,0.0,0
22.052210773525633,22.05,6.0,0.0,0.0,0
22.634597411926727,22.625,8.0,0.0,0.0,0
22.001136334289644,22.0,4.0,0.0,0.0,0
22.508887133752303,22.5,8.0,0.0,0.0,0
22.02555334151676,22.025,2.0,0.0,0.0,0
22.484994996663886,22.475,7.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.5338634059941,22.525,10.0,0.0,0.0,0
22.0,22.0,0.0,0.0,0.0,0
22.532753937324216,22.525,12.0,0.0,0.0,0
22.15287791687572,22.15,7.0,0.0,0.0,0
22.4087036662097,22.4,6.0,0.0,0.0,0
22.076571291756334,22.075,2.0,0.0,0.0,0
22.45773808734976,22.45,8.0,0.0,0.0,0
